film_id,date,time_start,time_end,session,source_family,summary_recovery_type,source_mode,data_visibility,confidence_cap,moment_type,label_fr,base,reaction,projection,judgment,raw_agreement,proxy_vs_raw_verdict,proxy_raw_agreement_state,source_quality_score,source_quality,source_quality_state,b6_memory_candidate_score,b6_memory_candidate_state,raw_texture_role,raw_delta_pips,raw_range_pips,raw_tick_count,memory_family,pattern_key,why_keep_for_memory,memory_use_case,similarity_features,limits
B6FC_20260505_1413_BDE6E508,2026-05-05,2026-05-05T14:13:00+00:00,2026-05-05T14:14:00+00:00,LONDON_NY_OVERLAP,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_BALANCED_AUCTION,Auction équilibrée proxy,Base scene: Auction équilibrée proxy (FLOW_BALANCED_AUCTION).,"Reaction raw progressive: delta -3.3 pips, range 5.5 pips, 165 ticks.","Projection partielle: mouvement utile mais encore nuance par la texture, delta/range=0.60.","Judgment technique: B6_KEEP_CANDIDATE, CONFIRMED_BY_RAW, SOURCE_QUALITY_USABLE.",CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,0.760,SOURCE_QUALITY_USABLE,SOURCE_QUALITY_USABLE,0.880,B6_KEEP_CANDIDATE,RAW_PROGRESS_CONFIRMED,-3.3,5.5,165,DIRECTIONAL_PROGRESS_MEMORY,DIRECTIONAL_PROGRESS_MEMORY|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|CONFIRMED_BY_RAW|RAW_PROGRESS_CONFIRMED|SOURCE_QUALITY_USABLE,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.880.",Comparer les scenes de progression / deplacement directionnel avec role raw explicite.,family=DIRECTIONAL_PROGRESS_MEMORY; session=LONDON_NY_OVERLAP; raw_texture=RAW_PROGRESS_CONFIRMED; raw_agreement=CONFIRMED_BY_RAW; source_quality=SOURCE_QUALITY_USABLE; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0027_4170C059,2026-05-06,2026-05-06T00:27:00+00:00,2026-05-06T00:28:00+00:00,ASIAN_SESSION,RECOVERED_EXISTING_B9_SUMMARY,RECOVERED_EXISTING_B9_SUMMARY,M1_BAR_PROXY,RECONSTRUCTED,0.35,RECOVERED_FRICTION_ABSORPTION_LIKE,"Flux mixte: conserver comme lecture de contexte, pas comme décision.","Base scene: Flux mixte: conserver comme lecture de contexte, pas comme décision. (RECOVERED_FRICTION_ABSORPTION_LIKE).","Reaction raw frictionnelle: activite lisible avec deplacement contraint, delta 0.4 pips, range 1.3 pips, 63 ticks.","Projection partielle: mouvement utile mais encore nuance par la texture, delta/range=0.31.","KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.860,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_FRICTION_CONFIRMED,0.4,1.3,63,FRICTION_ABSORPTION_MEMORY,FRICTION_ABSORPTION_MEMORY|RECOVERED_EXISTING_B9_SUMMARY|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_FRICTION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance RECOVERED_EXISTING_B9_SUMMARY; score memoire 0.950.,"Comparer les scenes d'effort visible sans resultat directionnel propre, absorption ou friction locale.",family=FRICTION_ABSORPTION_MEMORY; session=ASIAN_SESSION; raw_texture=RAW_FRICTION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=RECOVERED_EXISTING_B9_SUMMARY; source_mode=M1_BAR_PROXY,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0028_65EF93DE,2026-05-06,2026-05-06T00:28:00+00:00,2026-05-06T00:29:00+00:00,ASIAN_SESSION,RECOVERED_EXISTING_B9_SUMMARY,RECOVERED_EXISTING_B9_SUMMARY,M1_BAR_PROXY,RECONSTRUCTED,0.35,RECOVERED_FRICTION_ABSORPTION_LIKE,"Flux mixte: conserver comme lecture de contexte, pas comme décision.","Base scene: Flux mixte: conserver comme lecture de contexte, pas comme décision. (RECOVERED_FRICTION_ABSORPTION_LIKE).","Reaction raw frictionnelle: activite lisible avec deplacement contraint, delta -1.5 pips, range 1.5 pips, 81 ticks.",Projection directionnelle lisible: delta/range=1.00.,"KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.860,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_FRICTION_CONFIRMED,-1.5,1.5,81,FRICTION_ABSORPTION_MEMORY,FRICTION_ABSORPTION_MEMORY|RECOVERED_EXISTING_B9_SUMMARY|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_FRICTION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance RECOVERED_EXISTING_B9_SUMMARY; score memoire 0.950.,"Comparer les scenes d'effort visible sans resultat directionnel propre, absorption ou friction locale.",family=FRICTION_ABSORPTION_MEMORY; session=ASIAN_SESSION; raw_texture=RAW_FRICTION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=RECOVERED_EXISTING_B9_SUMMARY; source_mode=M1_BAR_PROXY,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0029_0BB62E0F,2026-05-06,2026-05-06T00:29:00+00:00,2026-05-06T00:30:00+00:00,ASIAN_SESSION,RECOVERED_EXISTING_B9_SUMMARY,RECOVERED_EXISTING_B9_SUMMARY,M1_BAR_PROXY,RECONSTRUCTED,0.35,RECOVERED_FRICTION_ABSORPTION_LIKE,"Flux mixte: conserver comme lecture de contexte, pas comme décision.","Base scene: Flux mixte: conserver comme lecture de contexte, pas comme décision. (RECOVERED_FRICTION_ABSORPTION_LIKE).","Reaction raw frictionnelle: activite lisible avec deplacement contraint, delta 0.7 pips, range 1.2 pips, 60 ticks.","Projection partielle: mouvement utile mais encore nuance par la texture, delta/range=0.58.","KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.860,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_FRICTION_CONFIRMED,0.7,1.2,60,FRICTION_ABSORPTION_MEMORY,FRICTION_ABSORPTION_MEMORY|RECOVERED_EXISTING_B9_SUMMARY|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_FRICTION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance RECOVERED_EXISTING_B9_SUMMARY; score memoire 0.950.,"Comparer les scenes d'effort visible sans resultat directionnel propre, absorption ou friction locale.",family=FRICTION_ABSORPTION_MEMORY; session=ASIAN_SESSION; raw_texture=RAW_FRICTION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=RECOVERED_EXISTING_B9_SUMMARY; source_mode=M1_BAR_PROXY,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0030_0CB58796,2026-05-06,2026-05-06T00:30:00+00:00,2026-05-06T00:31:00+00:00,ASIAN_SESSION,RECOVERED_EXISTING_B9_SUMMARY,RECOVERED_EXISTING_B9_SUMMARY,M1_BAR_PROXY,RECONSTRUCTED,0.35,RECOVERED_FRICTION_ABSORPTION_LIKE,"Flux mixte: conserver comme lecture de contexte, pas comme décision.","Base scene: Flux mixte: conserver comme lecture de contexte, pas comme décision. (RECOVERED_FRICTION_ABSORPTION_LIKE).","Reaction raw frictionnelle: activite lisible avec deplacement contraint, delta 2.1 pips, range 2.8 pips, 75 ticks.",Projection directionnelle lisible: delta/range=0.75.,"KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.860,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_FRICTION_CONFIRMED,2.1,2.8,75,FRICTION_ABSORPTION_MEMORY,FRICTION_ABSORPTION_MEMORY|RECOVERED_EXISTING_B9_SUMMARY|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_FRICTION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance RECOVERED_EXISTING_B9_SUMMARY; score memoire 0.950.,"Comparer les scenes d'effort visible sans resultat directionnel propre, absorption ou friction locale.",family=FRICTION_ABSORPTION_MEMORY; session=ASIAN_SESSION; raw_texture=RAW_FRICTION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=RECOVERED_EXISTING_B9_SUMMARY; source_mode=M1_BAR_PROXY,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0031_FB2C5D25,2026-05-06,2026-05-06T00:31:00+00:00,2026-05-06T00:32:00+00:00,ASIAN_SESSION,RECOVERED_EXISTING_B9_SUMMARY,RECOVERED_EXISTING_B9_SUMMARY,M1_BAR_PROXY,RECONSTRUCTED,0.35,RECOVERED_FRICTION_ABSORPTION_LIKE,"Flux mixte: conserver comme lecture de contexte, pas comme décision.","Base scene: Flux mixte: conserver comme lecture de contexte, pas comme décision. (RECOVERED_FRICTION_ABSORPTION_LIKE).","Reaction raw frictionnelle: activite lisible avec deplacement contraint, delta 2.2 pips, range 2.6 pips, 85 ticks.",Projection directionnelle lisible: delta/range=0.85.,"KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.860,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_FRICTION_CONFIRMED,2.2,2.6,85,FRICTION_ABSORPTION_MEMORY,FRICTION_ABSORPTION_MEMORY|RECOVERED_EXISTING_B9_SUMMARY|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_FRICTION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance RECOVERED_EXISTING_B9_SUMMARY; score memoire 0.950.,"Comparer les scenes d'effort visible sans resultat directionnel propre, absorption ou friction locale.",family=FRICTION_ABSORPTION_MEMORY; session=ASIAN_SESSION; raw_texture=RAW_FRICTION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=RECOVERED_EXISTING_B9_SUMMARY; source_mode=M1_BAR_PROXY,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0032_A34D1BCE,2026-05-06,2026-05-06T00:32:00+00:00,2026-05-06T00:33:00+00:00,ASIAN_SESSION,RECOVERED_EXISTING_B9_SUMMARY,RECOVERED_EXISTING_B9_SUMMARY,M1_BAR_PROXY,RECONSTRUCTED,0.35,RECOVERED_FRICTION_ABSORPTION_LIKE,"Flux mixte: conserver comme lecture de contexte, pas comme décision.","Base scene: Flux mixte: conserver comme lecture de contexte, pas comme décision. (RECOVERED_FRICTION_ABSORPTION_LIKE).","Reaction raw frictionnelle: activite lisible avec deplacement contraint, delta 1.1 pips, range 2.1 pips, 69 ticks.","Projection partielle: mouvement utile mais encore nuance par la texture, delta/range=0.52.","KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.860,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_FRICTION_CONFIRMED,1.1,2.1,69,FRICTION_ABSORPTION_MEMORY,FRICTION_ABSORPTION_MEMORY|RECOVERED_EXISTING_B9_SUMMARY|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_FRICTION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance RECOVERED_EXISTING_B9_SUMMARY; score memoire 0.950.,"Comparer les scenes d'effort visible sans resultat directionnel propre, absorption ou friction locale.",family=FRICTION_ABSORPTION_MEMORY; session=ASIAN_SESSION; raw_texture=RAW_FRICTION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=RECOVERED_EXISTING_B9_SUMMARY; source_mode=M1_BAR_PROXY,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0033_3FFC9CAD,2026-05-06,2026-05-06T00:33:00+00:00,2026-05-06T00:34:00+00:00,ASIAN_SESSION,RECOVERED_EXISTING_B9_SUMMARY,RECOVERED_EXISTING_B9_SUMMARY,M1_BAR_PROXY,RECONSTRUCTED,0.35,RECOVERED_FRICTION_ABSORPTION_LIKE,"Flux mixte: conserver comme lecture de contexte, pas comme décision.","Base scene: Flux mixte: conserver comme lecture de contexte, pas comme décision. (RECOVERED_FRICTION_ABSORPTION_LIKE).","Reaction raw frictionnelle: activite lisible avec deplacement contraint, delta 0.5 pips, range 1.1 pips, 48 ticks.","Projection partielle: mouvement utile mais encore nuance par la texture, delta/range=0.45.","KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.860,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_FRICTION_CONFIRMED,0.5,1.1,48,FRICTION_ABSORPTION_MEMORY,FRICTION_ABSORPTION_MEMORY|RECOVERED_EXISTING_B9_SUMMARY|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_FRICTION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance RECOVERED_EXISTING_B9_SUMMARY; score memoire 0.950.,"Comparer les scenes d'effort visible sans resultat directionnel propre, absorption ou friction locale.",family=FRICTION_ABSORPTION_MEMORY; session=ASIAN_SESSION; raw_texture=RAW_FRICTION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=RECOVERED_EXISTING_B9_SUMMARY; source_mode=M1_BAR_PROXY,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0034_F8652F25,2026-05-06,2026-05-06T00:34:00+00:00,2026-05-06T00:35:00+00:00,ASIAN_SESSION,RECOVERED_EXISTING_B9_SUMMARY,RECOVERED_EXISTING_B9_SUMMARY,M1_BAR_PROXY,RECONSTRUCTED,0.35,RECOVERED_FRICTION_ABSORPTION_LIKE,Friction type absorption: effort visible sans résultat directionnel propre.,Base scene: Friction type absorption: effort visible sans résultat directionnel propre. (RECOVERED_FRICTION_ABSORPTION_LIKE).,"Reaction raw frictionnelle: activite lisible avec deplacement contraint, delta 0.2 pips, range 2 pips, 73 ticks.","Projection faible: effort/rotation absorbe le deplacement, delta/range=0.10.","KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.860,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_FRICTION_CONFIRMED,0.2,2.0,73,FRICTION_ABSORPTION_MEMORY,FRICTION_ABSORPTION_MEMORY|RECOVERED_EXISTING_B9_SUMMARY|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_FRICTION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance RECOVERED_EXISTING_B9_SUMMARY; score memoire 0.950.,"Comparer les scenes d'effort visible sans resultat directionnel propre, absorption ou friction locale.",family=FRICTION_ABSORPTION_MEMORY; session=ASIAN_SESSION; raw_texture=RAW_FRICTION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=RECOVERED_EXISTING_B9_SUMMARY; source_mode=M1_BAR_PROXY,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0035_20247FA6,2026-05-06,2026-05-06T00:35:00+00:00,2026-05-06T00:36:00+00:00,ASIAN_SESSION,RECOVERED_EXISTING_B9_SUMMARY,RECOVERED_EXISTING_B9_SUMMARY,M1_BAR_PROXY,RECONSTRUCTED,0.35,RECOVERED_FRICTION_ABSORPTION_LIKE,"Flux mixte: conserver comme lecture de contexte, pas comme décision.","Base scene: Flux mixte: conserver comme lecture de contexte, pas comme décision. (RECOVERED_FRICTION_ABSORPTION_LIKE).","Reaction raw frictionnelle: activite lisible avec deplacement contraint, delta -0.1 pips, range 1.1 pips, 81 ticks.","Projection faible: effort/rotation absorbe le deplacement, delta/range=0.09.","KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.860,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_FRICTION_CONFIRMED,-0.1,1.1,81,FRICTION_ABSORPTION_MEMORY,FRICTION_ABSORPTION_MEMORY|RECOVERED_EXISTING_B9_SUMMARY|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_FRICTION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance RECOVERED_EXISTING_B9_SUMMARY; score memoire 0.950.,"Comparer les scenes d'effort visible sans resultat directionnel propre, absorption ou friction locale.",family=FRICTION_ABSORPTION_MEMORY; session=ASIAN_SESSION; raw_texture=RAW_FRICTION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=RECOVERED_EXISTING_B9_SUMMARY; source_mode=M1_BAR_PROXY,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0036_4F657303,2026-05-06,2026-05-06T00:36:00+00:00,2026-05-06T00:37:00+00:00,ASIAN_SESSION,RECOVERED_EXISTING_B9_SUMMARY,RECOVERED_EXISTING_B9_SUMMARY,M1_BAR_PROXY,RECONSTRUCTED,0.35,RECOVERED_FRICTION_ABSORPTION_LIKE,"Flux mixte: conserver comme lecture de contexte, pas comme décision.","Base scene: Flux mixte: conserver comme lecture de contexte, pas comme décision. (RECOVERED_FRICTION_ABSORPTION_LIKE).","Reaction raw frictionnelle: activite lisible avec deplacement contraint, delta -0.9 pips, range 1.2 pips, 55 ticks.",Projection directionnelle lisible: delta/range=0.75.,"KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.860,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_FRICTION_CONFIRMED,-0.9,1.2,55,FRICTION_ABSORPTION_MEMORY,FRICTION_ABSORPTION_MEMORY|RECOVERED_EXISTING_B9_SUMMARY|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_FRICTION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance RECOVERED_EXISTING_B9_SUMMARY; score memoire 0.950.,"Comparer les scenes d'effort visible sans resultat directionnel propre, absorption ou friction locale.",family=FRICTION_ABSORPTION_MEMORY; session=ASIAN_SESSION; raw_texture=RAW_FRICTION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=RECOVERED_EXISTING_B9_SUMMARY; source_mode=M1_BAR_PROXY,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260506_0037_3256AEB7,2026-05-06,2026-05-06T00:37:00+00:00,2026-05-06T00:38:00+00:00,ASIAN_SESSION,RECOVERED_EXISTING_B9_SUMMARY,RECOVERED_EXISTING_B9_SUMMARY,M1_BAR_PROXY,RECONSTRUCTED,0.35,RECOVERED_FRICTION_ABSORPTION_LIKE,"Flux mixte: conserver comme lecture de contexte, pas comme décision.","Base scene: Flux mixte: conserver comme lecture de contexte, pas comme décision. (RECOVERED_FRICTION_ABSORPTION_LIKE).","Reaction raw frictionnelle: activite lisible avec deplacement contraint, delta 0.7 pips, range 0.9 pips, 53 ticks.",Projection directionnelle lisible: delta/range=0.78.,"KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.860,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_FRICTION_CONFIRMED,0.7,0.9,53,FRICTION_ABSORPTION_MEMORY,FRICTION_ABSORPTION_MEMORY|RECOVERED_EXISTING_B9_SUMMARY|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_FRICTION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance RECOVERED_EXISTING_B9_SUMMARY; score memoire 0.950.,"Comparer les scenes d'effort visible sans resultat directionnel propre, absorption ou friction locale.",family=FRICTION_ABSORPTION_MEMORY; session=ASIAN_SESSION; raw_texture=RAW_FRICTION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=RECOVERED_EXISTING_B9_SUMMARY; source_mode=M1_BAR_PROXY,RECOVERED_EXISTING_B9_SUMMARY: recovered explicit B9 moments; shift0 raw alignment; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=RECOVERED_EXISTING_B9_SUMMARY_SHIFT0_FULL_RAW_ALIGNMENT; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
