film_id,date,session,memory_family,moment_type,label_fr,raw_agreement,source_quality_state,raw_texture_role,priority_score,why_keep_for_memory,technical_limits
B6FC_20260507_1801_34851863,2026-05-07,NY_AFTERNOON,DIRECTIONAL_PROGRESS_MEMORY,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,RAW_PROGRESS_CONFIRMED,1.0264,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1901_9DB1A8C0,2026-05-07,NY_AFTERNOON,DIRECTIONAL_PROGRESS_MEMORY,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,RAW_PROGRESS_CONFIRMED,1.0264,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260508_0304_34231093,2026-05-08,ASIAN_SESSION,DIRECTIONAL_PROGRESS_MEMORY,FLOW_ROTATIONAL,Rotation / respiration de zone,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,RAW_PROGRESS_CONFIRMED,1.0264,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260508_0404_8B415FE5,2026-05-08,ASIAN_SESSION,DIRECTIONAL_PROGRESS_MEMORY,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,RAW_PROGRESS_CONFIRMED,1.0264,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260508_0804_3A61E0D1,2026-05-08,LONDON_IGNITION,DIRECTIONAL_PROGRESS_MEMORY,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,RAW_PROGRESS_CONFIRMED,1.0264,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260508_1004_AF9ACB99,2026-05-08,LONDON_IGNITION,DIRECTIONAL_PROGRESS_MEMORY,FLOW_ROTATIONAL,Rotation / respiration de zone,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,RAW_PROGRESS_CONFIRMED,1.0264,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260508_1104_9080644A,2026-05-08,LONDON_MIDDAY_TRANSITION,DIRECTIONAL_PROGRESS_MEMORY,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,RAW_PROGRESS_CONFIRMED,1.0264,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260508_1204_3ADF3899,2026-05-08,LONDON_MIDDAY_TRANSITION,DIRECTIONAL_PROGRESS_MEMORY,FLOW_ROTATIONAL,Rotation / respiration de zone,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,RAW_PROGRESS_CONFIRMED,1.0264,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260508_1404_EB4149AD,2026-05-08,LONDON_NY_OVERLAP,DIRECTIONAL_PROGRESS_MEMORY,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,RAW_PROGRESS_CONFIRMED,1.0264,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260508_1504_16F648C8,2026-05-08,LONDON_NY_OVERLAP,DIRECTIONAL_PROGRESS_MEMORY,FLOW_ROTATIONAL,Rotation / respiration de zone,CONFIRMED_BY_RAW,SOURCE_QUALITY_STRONG,RAW_PROGRESS_CONFIRMED,1.0264,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260511_0015_64766FA0,2026-05-11,ASIAN_SESSION,FRICTION_ABSORPTION_MEMORY,FLOW_FRICTION_ABSORPTION_LIKE,Friction / absorption-like proxy,CONFIRMED_BY_RAW,SOURCE_QUALITY_USABLE,RAW_PROGRESS_CONFIRMED,0.9624,"KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.880.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260511_1341_5F9888C6,2026-05-11,LONDON_NY_OVERLAP,DIRECTIONAL_PROGRESS_MEMORY,FLOW_WEAK_DIRECTIONAL,Flux faible / transition proxy,CONFIRMED_BY_RAW,SOURCE_QUALITY_USABLE,RAW_PROGRESS_CONFIRMED,0.9624,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.880.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260511_1441_9C99B859,2026-05-11,LONDON_NY_OVERLAP,DIRECTIONAL_PROGRESS_MEMORY,FLOW_ROTATIONAL,Rotation / respiration de zone,CONFIRMED_BY_RAW,SOURCE_QUALITY_USABLE,RAW_PROGRESS_CONFIRMED,0.9624,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.880.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260511_1641_010496DB,2026-05-11,NY_AFTERNOON,DIRECTIONAL_PROGRESS_MEMORY,FLOW_ROTATIONAL,Rotation / respiration de zone,CONFIRMED_BY_RAW,SOURCE_QUALITY_USABLE,RAW_PROGRESS_CONFIRMED,0.9624,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.880.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260511_1841_21FF62F9,2026-05-11,NY_AFTERNOON,DIRECTIONAL_PROGRESS_MEMORY,FLOW_ROTATIONAL,Rotation / respiration de zone,CONFIRMED_BY_RAW,SOURCE_QUALITY_USABLE,RAW_PROGRESS_CONFIRMED,0.9624,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.880.",FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
